"episode","stage_number","difficulty","i_difficulty","level","exp","coins","cheerpoint","drops","objectives"
"40","3","Easy","0","61","174","203","174","エンダイブ・コア","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage with at least 20 combo"
"40","3","Normal","1","170","240","300","270","エンダイブ・コア","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage with at least 50 combo"
"40","3","Hard","2","270","480","600","480","エンダイブ・コア","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage with at least 50 combo"
"40","5","Easy","0","62","183","208","156","エンダイブ・コア","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage with at least 20 combo"
"40","5","Normal","1","170","243","297","270","エンダイブ・コア","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage with at least 50 combo"
"40","5","Hard","2","270","486","594","432","エンダイブ・コア","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage with at least 50 combo"
"40","6","Easy","0","77","153","171","133","ダマスカス・メタル
エンダイブ・コア","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage with at least 20 combo"
"40","6","Normal","1","170","222","264","242","ダマスカス・メタル
エンダイブ・コア","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage with at least 50 combo"
"40","6","Hard","2","270","441","528","440","ダマスカス・メタル
エンダイブ・コア","► Clear stage with no one defeated
► Defeat all enemies
► Clear stage with at least 50 combo"
"41","2","Easy","0","63","147","174","145","スピア・ストーン
蒼の涙","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage without getting any ailments"
"41","2","Normal","1","171","252","288","288","スピア・ストーン
蒼の涙","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage without getting any ailments"
"41","2","Hard","2","271","504","576","540","スピア・ストーン
蒼の涙","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage without getting any ailments"
"41","3","Easy","0","64","147","174","116","蒼の涙","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage without getting any ailments"
"41","3","Normal","1","171","261","296","296","蒼の涙","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage without getting any ailments"
"41","3","Hard","2","271","518","592","481","蒼の涙","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage without getting any ailments"
"41","5","Easy","0","64","150","180","180","虹の花
蒼の涙","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage with at least 20 combo"
"41","5","Normal","1","171","252","288","288","虹の花
蒼の涙","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage without getting any ailments"
"41","5","Hard","2","271","518","592","692","虹の花
蒼の涙","► Clear stage with no one defeated
► Clear stage with at least 75% FEVER
► Clear stage with at least 100 combo"
"41","6","Easy","0","65","141","160","120","虹の花
蒼の涙","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage with at least 20 combo"
"41","6","Normal","1","171","252","308","280","虹の花
蒼の涙","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage without getting any ailments"
"41","6","Hard","2","271","399","462","336","虹の花
蒼の涙","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage with at least 100 combo"
"42","2","Easy","0","66","168","192","144","ソード・ストーン
蒼の涙","► Clear stage with no one defeated
► Clear stage with a team of at most 2 members
► Clear stage within 120 seconds"
"42","2","Normal","1","171","261","286","260","ソード・ストーン
蒼の涙","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage with at least 50 combo"
"42","2","Hard","2","272","513","594","486","ソード・ストーン
蒼の涙","► Clear stage with no one defeated
► Clear stage with a team of at most 2 members
► Clear stage within 120 seconds"
"42","3","Easy","0","66","189","216","189","虹の花
蒼の涙","► Clear stage with no one defeated
► Clear stage with a team of at most 2 members
► Clear stage without getting any ailments"
"42","3","Normal","1","171","279","310","279","虹の花
蒼の涙","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage with at least 50 combo"
"42","3","Hard","2","272","528","620","651","虹の花
蒼の涙","► Clear stage with no one defeated
► Clear stage with a team of at most 2 members
► Clear stage without getting any ailments"
"42","5","Easy","0","67","162","184","138","虹の花
蒼の涙","► Clear stage with no one defeated
► Clear stage with at least 50% FEVER
► Clear stage without getting any ailments"
"42","5","Normal","1","171","207","253","230","虹の花
蒼の涙","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage with at least 50 combo"
"42","5","Hard","2","272","438","506","414","虹の花
蒼の涙","► Clear stage with no one defeated
► Clear stage with at least 75% FEVER
► Clear stage without getting any ailments"
"42","6","Easy","0","67","204","232","232","虹の花
蒼の涙","► Clear stage with no one defeated
► Clear stage with at least 50% FEVER
► Clear stage with at least 20 combo"
"42","6","Normal","1","171","225","250","250","虹の花
蒼の涙","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage with at least 50 combo"
"42","6","Hard","2","272","450","500","575","虹の花
蒼の涙","► Clear stage with no one defeated
► Clear stage with at least 75% FEVER
► Clear stage with at least 100 combo"
"43","2","Easy","0","68","177","200","150","ハンマー・ストーン
蒼の涙","► Clear stage with no one defeated
► Clear stage with at least 20 combo
► Clear stage with at least 50% FEVER"
"43","2","Normal","1","172","270","297","270","ハンマー・ストーン
蒼の涙","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage without getting any ailments"
"43","2","Hard","2","273","456","528","432","ハンマー・ストーン
蒼の涙","► Clear stage with no one defeated
► Clear stage with at least 100 combo
► Clear stage with at least 75% FEVER"
"43","3","Easy","0","69","147","168","147","虹の花
蒼の涙","► Clear stage with no one defeated
► Clear stage with at least 20 combo
► Clear stage with at least 50% FEVER"
"43","3","Normal","1","172","270","330","300","虹の花
蒼の涙","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage with at least 20 combo"
"43","3","Hard","2","273","456","528","456","虹の花
蒼の涙","► Clear stage with no one defeated
► Clear stage with at least 100 combo
► Clear stage with at least 75% FEVER"
"43","5","Easy","0","69","189","216","189","虹の花
蒼の涙","► Clear stage with no one defeated
► Clear stage without getting any ailments
► Clear stage with at least 50% FEVER"
"43","5","Normal","1","172","279","310","310","虹の花
蒼の涙","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage without getting any ailments"
"43","5","Hard","2","273","450","500","500","虹の花
蒼の涙","► Clear stage with no one defeated
► Clear stage without getting any ailments
► Clear stage with at least 75% FEVER"
"43","6","Easy","0","70","198","224","168","虹の花
蒼の涙","► Clear stage with no one defeated
► Clear stage without getting any ailments
► Clear stage with at least 50% FEVER"
"43","6","Normal","1","172","270","297","270","虹の花
蒼の涙","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage with at least 20 combo"
"43","6","Hard","2","273","513","594","459","虹の花
蒼の涙","► Clear stage with no one defeated
► Clear stage without getting any ailments
► Clear stage with at least 75% FEVER"
