stage_name,part,episode,stage_number,easy_level,easy_exp,easy_coins,easy_cheerpoint,easy_objectives,normal_level,normal_exp,normal_coins,normal_cheerpoint,normal_objectives,hard_level,hard_exp,hard_coins,hard_cheerpoint,hard_objectives,small_irousu,large_irousu,drops
Recapture Lesson 45-6: 4th period,1,45,6,75,192,216,144,"- Clear stage without anyone being defeated
- Clear stage with two team members or fewer
- Achieve 20 combo",173,297,324,324,"- Clear stage without anyone being defeated
- Clear stage with two team members or fewer
- Achieve 50 combo",275,462,504,378,"- Clear stage without anyone being defeated
- Clear stage with two team members or fewer
- Achieve 100 combo","35,14,29","37,16,31","レインボー・クォーツ
エンダイブ・コア"
Recapture Lesson 46-2: 1st period,1,46,2,76,201,225,175,"- Clear stage without anyone being defeated
- Clear stage with at least 50% FEVER
- Achieve 20 combo",174,309,336,336,"- Clear stage without anyone being defeated
- Clear stage with at least 50% FEVER
- Achieve 50 combo",276,645,672,560,"- Clear stage without anyone being defeated
- Clear stage with at least 75% FEVER
- Achieve 100 combo","5,35,21","27,37,16,9,23","レインボー・クォーツ
エンダイブ・コア"
Recapture Lesson 46-3: 2nd period,1,46,3,77,186,184,184,"- Clear stage without anyone being defeated
- Clear stage with at least 50% FEVER
- Achieve 20 combo",174,312,341,341,"- Clear stage without anyone being defeated
- Clear stage with at least 50% FEVER
- Achieve 50 combo",276,651,682,744,"- Clear stage without anyone being defeated
- Clear stage with at least 75% FEVER
- Achieve 100 combo","25,35,5","37,16,7,27","レインボー・クォーツ
エンダイブ・コア"
Recapture Lesson 46-5: 3rd period,1,46,5,77,210,234,182,"- Clear stage without anyone being defeated
- Clear stage with two team members or fewer
- Clear stage with at least 50% FEVER",174,321,348,319,"- Clear stage without anyone being defeated
- Clear stage with two team members or fewer
- Achieve 50 combo",276,639,696,580,"- Clear stage without anyone being defeated
- Clear stage with two team members or fewer
- Clear stage with at least 75% FEVER","14,39","41,23,16","レインボー・クォーツ
エンダイブ・コア"
Recapture Lesson 46-6: 4th period,1,46,6,78,201,200,225,"- Clear stage without anyone being defeated
- Clear stage with two team members or fewer
- Clear stage with at least 50% FEVER",174,312,341,341,"- Clear stage without anyone being defeated
- Clear stage with two team members or fewer
- Achieve 50 combo",276,651,682,806,"- Clear stage without anyone being defeated
- Clear stage with two team members or fewer
- Clear stage with at least 75% FEVER","21,39,14","23,16,41","レインボー・クォーツ
エンダイブ・コア"
Recapture Lesson 47-2: 1st period,1,47,2,79,201,225,175,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage without getting status ailments",175,321,348,319,"- Clear stage without anyone being defeated
- Clear stage with at least 50% FEVER
- Achieve 100 combo",277,669,696,580,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage without getting status ailments","14,39,46,29","18,41,31","レインボー・クォーツ
エンダイブ・コア"
Recapture Lesson 47-3: 2nd period,1,47,3,79,207,207,184,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage without getting status ailments",175,336,364,336,"- Clear stage without anyone being defeated
- Clear stage with at least 50% FEVER
- Clear stage without getting status ailments",277,672,728,616,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage without getting status ailments","46,1,44,25","28,27,48","レインボー・クォーツ
エンダイブ・コア"
Recapture Lesson 47-5: 3rd period,1,47,5,80,216,243,216,"- Clear stage without anyone being defeated
- Clear stage with at least 50% FEVER
- Clear stage without getting status ailments",175,321,319,319,"- Clear stage without anyone being defeated
- Clear stage without getting status ailments
- Achieve 50 combo",277,684,682,682,"- Clear stage without anyone being defeated
- Clear stage with at least 75% FEVER
- Clear stage without getting status ailments","35,47,21,44","48,45","レインボー・クォーツ
エンダイブ・コア"
Recapture Lesson 47-6: 4th period,1,47,6,81,216,240,168,"- Clear stage without anyone being defeated
- Clear stage with at least 50% FEVER
- Clear stage within 120 seconds",175,324,351,351,"- Clear stage without anyone being defeated
- Clear stage with at least 50% FEVER
- Achieve 50 combo",277,675,702,540,"- Clear stage without anyone being defeated
- Clear stage with at least 75% FEVER
- Clear stage within 120 seconds","44,47","48,45","レインボー・クォーツ
エンダイブ・コア"
Recapture Lesson 48-2: 1st period,1,48,2,81,210,234,156,"- Clear stage without anyone being defeated
- Clear stage with at least 50% FEVER
- Achieve 20 combo",175,330,360,330,"- Clear stage without anyone being defeated
- Clear stage with at least 50% FEVER
- Achieve 50 combo",278,690,720,540,"- Clear stage without anyone being defeated
- Clear stage with at least 75% FEVER
- Achieve 100 combo","21,39,35,5","9,18,8",レインボー・クォーツ
Recapture Lesson 48-3: 2nd period,1,48,3,82,225,252,196,"- Clear stage without anyone being defeated
- Clear stage with at least 50% FEVER
- Achieve 20 combo",175,321,348,319,"- Clear stage without anyone being defeated
- Clear stage with at least 50% FEVER
- Achieve 50 combo",278,684,744,589,"- Clear stage without anyone being defeated
- Clear stage with at least 75% FEVER
- Achieve 100 combo","14,29","31,8,10",レインボー・クォーツ
Recapture Lesson 48-4: 3rd period,1,48,4,83,90,99,72,"- Clear stage without anyone being defeated
- Clear stage without getting status ailments
- Achieve 20 combo",175,225,240,224,"- Clear stage without anyone being defeated
- Clear stage with at least 50% FEVER
- Achieve 50 combo",278,616,660,506,"- Clear stage without anyone being defeated
- Clear stage without getting status ailments
- Achieve 100 combo","10,24,17,28,32,8,31,18,9",,レインボー・クォーツ
Recapture Lesson 48-6: 4th period,1,48,6,100,246,257,212,"- Clear stage without anyone being defeated
- Clear stage with two team members or fewer
- Achieve 20 combo",200,351,366,346,"- Clear stage without anyone being defeated
- Clear stage with two team members or fewer
- Achieve 50 combo",300,698,732,606,"- Clear stage without anyone being defeated
- Clear stage with only one team member
- Achieve 100 combo",,51,
Extracurricular Lesson 49-2: 1st period,2,49,2,1,20,22,24,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",2,24,30,36,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",201,500,520,540,"- Clear stage within 90 seconds
- Clear stage with two team members or fewer
- Clear stage with at least 75% FEVER","1,4,5,6",,"ソード・ピース
スピア・ピース"
Extracurricular Lesson 49-3: 2nd period,2,49,3,2,23,25,29,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",3,28,32,40,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",202,508,528,548,"- Clear stage within 90 seconds
- Clear stage with two team members or fewer
- Clear stage with at least 75% FEVER","2,25,5,6,26",,"ガン・ピース
ロッド・ピース"
Extracurricular Lesson 49-5: 3rd period,2,49,5,2,24,28,30,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",5,34,40,50,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",204,516,536,556,"- Clear stage within 90 seconds
- Clear stage with two team members or fewer
- Clear stage with at least 75% FEVER","3,14,2,1,6",7,"スピア・ピース
ハンマー・ピース"
Extracurricular Lesson 49-6: 4th period,2,49,6,3,26,28,30,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",7,40,46,54,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",206,520,540,560,"- Clear stage within 120 seconds
- Clear stage with two team members or fewer
- Clear stage without using skills","25,14,2,5",7,"ガン・ピース
ロッド・ピース"
Special Lesson 50-2: 1st period,2,50,2,3,28,30,34,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",9,48,60,68,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",208,526,546,566,"- Clear stage within 90 seconds
- Clear stage with two team members or fewer
- Clear stage with at least 75% FEVER","1,39,2,3,5",7,"ソード・ピース
ハンマー・ピース"
Special Lesson 50-3: 2nd period,2,50,3,4,31,32,36,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",11,52,68,76,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",210,526,546,566,"- Clear stage within 90 seconds
- Clear stage with two team members or fewer
- Clear stage with at least 75% FEVER","25,39,26",27,"ソード・ピース
ロッド・ピース"
Special Lesson 50-5: 3rd period,2,50,5,4,32,32,32,"- Clear stage without anyone being defeated
- Clear stage within 60 seconds
- Clear stage within 30 seconds",13,64,64,64,"- Clear stage without anyone being defeated
- Clear stage within 60 seconds
- Clear stage within 30 seconds",212,531,530,530,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage within 60 seconds",,61,神樹の御守（蕾）
Special Lesson 50-6: 4th period,2,50,6,5,34,36,38,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage within 60 seconds",15,72,80,88,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage within 60 seconds",213,540,560,580,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",,61,"神樹の御守（蕾）
ハンマー・ピース
ロッド・ピース"
Special Lesson 51-2: 1st period,2,51,2,5,36,38,40,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",17,86,92,100,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",214,544,563,583,"- Clear stage within 90 seconds
- Clear stage with two team members or fewer
- Clear stage with at least 75% FEVER","1,3,2,4,25,26,5",27,"ソード・ピース
スピア・ピース"
Special Lesson 51-3: 2nd period,2,51,3,5,37,40,42,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",19,96,100,108,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",215,546,566,586,"- Clear stage within 90 seconds
- Clear stage with two team members or fewer
- Clear stage with at least 75% FEVER","2,5,3,39,25,1",7,"ガン・ピース
ロッド・ピース"
Special Lesson 51-5: 3rd period,2,51,5,6,39,42,44,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",21,106,110,118,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",216,548,568,588,"- Clear stage within 90 seconds
- Clear stage with two team members or fewer
- Clear stage with at least 75% FEVER","1,3,6,39,2,5,26",27,"スピア・ピース
ハンマー・ピース"
Special Lesson 51-6: 4th period,2,51,6,6,40,44,46,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",22,110,118,126,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",217,554,574,594,"- Clear stage within 120 seconds
- Clear stage with two team members or fewer
- Clear stage without using skills","1,5,25,14,6",8,"ガン・ピース
ロッド・ピース
ロッド・ストーン"
Special Lesson 52-2: 1st period,2,52,2,7,43,46,48,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",24,120,133,140,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",218,554,574,594,"- Clear stage within 90 seconds
- Clear stage with two team members or fewer
- Clear stage with at least 75% FEVER","1,5,14",7,"ソード・ピース
ハンマー・ピース
ハンマー・ストーン"
